Date(UTC),UnixTimeStamp,Value (Wei),Value (GWei),Value (ETH),ETH Price (USD),Gas Fee USD
2/2/2019,1549065600,12000569516,12.000569516,1.2000569516e-08,111.0,1.332063216276e-06
2/3/2019,1549152000,11637460620,11.63746062,1.1637460620000001e-08,107.21,1.2476521530702e-06
2/4/2019,1549238400,12082194503,12.082194503,1.2082194503000001e-08,106.9,1.2915865923707003e-06
2/5/2019,1549324800,12593215644,12.593215644,1.2593215644000002e-08,106.93,1.3465925488129202e-06
2/6/2019,1549411200,12593166346,12.593166346,1.2593166346000001e-08,104.5,1.315985883157e-06
2/7/2019,1549497600,14057368181,14.057368181000001,1.4057368181000002e-08,104.3,1.4661835012783e-06
2/8/2019,1549584000,13310836398,13.310836398000001,1.3310836398000001e-08,119.49,1.59051184119702e-06
2/9/2019,1549670400,12390959208,12.390959208,1.2390959208000001e-08,119.46,1.48022398698768e-06
2/10/2019,1549756800,12847065310,12.847065310000001,1.2847065310000002e-08,125.58,1.6133344616298002e-06
2/11/2019,1549843200,13977805236,13.977805236,1.3977805236e-08,120.76,1.6879597602993602e-06
2/12/2019,1549929600,13012487105,13.012487105,1.3012487105000001e-08,122.63,1.5957212936861501e-06
2/13/2019,1550016000,13713241302,13.713241302,1.3713241302000001e-08,122.31,1.67726654364762e-06
2/14/2019,1550102400,19148327564,19.148327564000002,1.9148327564e-08,120.85,2.3140753861094e-06
2/15/2019,1550188800,14753437258,14.753437258000002,1.4753437258e-08,122.02,1.80021441422116e-06
2/16/2019,1550275200,13510079150,13.510079150000001,1.3510079150000001e-08,123.26,1.6652523560290002e-06
2/17/2019,1550361600,13757940835,13.757940835000001,1.3757940835000001e-08,134.28,1.8474162953238002e-06
2/18/2019,1550448000,17094399315,17.094399315,1.7094399315e-08,146.53,2.50484233162695e-06
2/19/2019,1550534400,373905995022,373.905995022,3.73905995022e-07,144.4,5.3992025681176804e-05
2/20/2019,1550620800,16098676684,16.098676684,1.6098676684e-08,149.23,2.4024055215533197e-06
2/21/2019,1550707200,15306757881,15.306757881000001,1.5306757881000002e-08,146.36,2.2402970834631607e-06
2/22/2019,1550793600,14913439608,14.913439608000001,1.4913439608e-08,149.04,2.22269903917632e-06
2/23/2019,1550880000,14039107293,14.039107293,1.4039107293000001e-08,159.48,2.23895683108764e-06
2/24/2019,1550966400,16251853700,16.2518537,1.62518537e-08,133.42,2.1683223206539998e-06
2/25/2019,1551052800,17020990610,17.020990610000002,1.7020990610000002e-08,139.02,2.3662581146022006e-06
2/26/2019,1551139200,17415861033,17.415861033000002,1.7415861033e-08,137.12,2.3880628648449603e-06
2/27/2019,1551225600,16334617513,16.334617513,1.6334617513000003e-08,135.94,2.2205279047172202e-06
2/28/2019,1551312000,18834674068,18.834674068,1.8834674068000002e-08,136.29,2.56697772872772e-06
3/1/2019,1551398400,12974077284,12.974077284000002,1.2974077284000002e-08,136.15,1.7664206222166003e-06
3/2/2019,1551484800,12153807142,12.153807142000002,1.2153807142e-08,133.81,1.62630093367102e-06
3/3/2019,1551571200,12061882513,12.061882513,1.2061882513000002e-08,131.21,1.5826396045307303e-06
3/4/2019,1551657600,12666122902,12.666122902000001,1.2666122902e-08,126.43,1.6013779184998602e-06
3/5/2019,1551744000,13496902482,13.496902482000001,1.3496902482000001e-08,137.93,1.8616277593422603e-06
3/6/2019,1551830400,14045984060,14.04598406,1.4045984060000001e-08,138.49,1.9452283324694e-06
3/7/2019,1551916800,13740882181,13.740882181000002,1.3740882181000001e-08,137.65,1.8914324322146503e-06
3/8/2019,1552003200,13479470622,13.479470622000001,1.3479470622e-08,134.42,1.81191044100924e-06
3/9/2019,1552089600,11957111022,11.957111022000001,1.1957111022000001e-08,138.24,1.6529510276812803e-06
3/10/2019,1552176000,12106103256,12.106103256,1.2106103256000001e-08,136.36,1.6507882399881602e-06
3/11/2019,1552262400,12484460496,12.484460496,1.2484460496e-08,133.54,1.6671748546358398e-06
3/12/2019,1552348800,12238102548,12.238102548,1.2238102548e-08,134.37,1.6444338393747601e-06
3/13/2019,1552435200,11704565023,11.704565023,1.1704565023e-08,132.93,1.55588782850739e-06
3/14/2019,1552521600,11052545157,11.052545157,1.1052545157e-08,132.89,1.4687727259137299e-06
3/15/2019,1552608000,11016047852,11.016047852,1.1016047852e-08,137.63,1.51613866587076e-06
3/16/2019,1552694400,10383394399,10.383394399,1.0383394399000001e-08,141.68,1.4711193184503202e-06
3/17/2019,1552780800,14577386112,14.577386112000001,1.4577386112000001e-08,139.74,2.0370439352908804e-06
3/18/2019,1552867200,195879275790,195.87927579,1.9587927579000002e-07,138.5,2.7129279696915003e-05
3/19/2019,1552953600,13115885101,13.115885101,1.3115885101000001e-08,139.46,1.8291413361854602e-06
3/20/2019,1553040000,12179174942,12.179174942000001,1.2179174942e-08,140.22,1.70776391036724e-06
3/21/2019,1553126400,13904796043,13.904796043000001,1.3904796043e-08,135.61,1.8856293913912303e-06
3/22/2019,1553212800,12584442788,12.584442788,1.2584442788e-08,136.76,1.72104839568688e-06
3/23/2019,1553299200,10993968628,10.993968628000001,1.0993968628000001e-08,137.74,1.5143092388207204e-06
3/24/2019,1553385600,11003609358,11.003609358,1.1003609358e-08,136.21,1.49880163065318e-06
3/25/2019,1553472000,12549223821,12.549223821,1.2549223821e-08,133.96,1.6810940230611601e-06
3/26/2019,1553558400,13059718677,13.059718677000001,1.3059718677e-08,134.29,1.7537896211343299e-06
3/27/2019,1553644800,13596847307,13.596847307,1.3596847307000001e-08,140.23,1.9066858978606101e-06
3/28/2019,1553731200,12197114669,12.197114669000001,1.2197114669e-08,138.39,1.6879586990429098e-06
3/29/2019,1553817600,12576130900,12.5761309,1.2576130900000002e-08,144.41,1.8161190632690002e-06
3/30/2019,1553904000,10413550419,10.413550419,1.0413550419e-08,143.29,1.49215763953851e-06
3/31/2019,1553990400,10558447429,10.558447429000001,1.0558447429e-08,142.4,1.5035229138896003e-06
4/1/2019,1554076800,12552870066,12.552870066,1.2552870066000001e-08,141.85,1.7806246188621e-06
4/2/2019,1554163200,13857811373,13.857811373,1.3857811373000001e-08,164.93,2.2855688297488903e-06
4/3/2019,1554249600,16783552076,16.783552076,1.6783552076e-08,161.18,2.7051729236096804e-06
4/4/2019,1554336000,13718910474,13.718910474000001,1.3718910474000001e-08,158.07,2.16854817862518e-06
4/5/2019,1554422400,11844298751,11.844298751,1.1844298751e-08,166.39,1.97077286917889e-06
4/6/2019,1554508800,10759382633,10.759382633000001,1.0759382633e-08,166.28,1.78907014421524e-06
4/7/2019,1554595200,11332764771,11.332764771,1.1332764771000001e-08,175.57,1.98969351084447e-06
4/8/2019,1554681600,12537949552,12.537949552,1.2537949552000001e-08,181.06,2.2701211458851202e-06
4/9/2019,1554768000,12040035380,12.04003538,1.204003538e-08,176.3,2.1226582374940002e-06
4/10/2019,1554854400,15258127612,15.258127612000001,1.5258127612e-08,177.39,2.70663925709268e-06
4/11/2019,1554940800,12499489602,12.499489602,1.2499489602e-08,165.24,2.0654156618344805e-06
4/12/2019,1555027200,11673635693,11.673635693000001,1.1673635693000001e-08,164.56,1.9210134896400804e-06
4/13/2019,1555113600,10652876605,10.652876605000001,1.0652876605e-08,164.53,1.7527177878206502e-06
4/14/2019,1555200000,10388886423,10.388886423,1.0388886423000002e-08,168.68,1.7523973618316402e-06
4/15/2019,1555286400,10617255578,10.617255578,1.0617255578e-08,160.3,1.7019460691534e-06
4/16/2019,1555372800,10784749556,10.784749556000001,1.0784749556000002e-08,166.9,1.7999747008964004e-06
4/17/2019,1555459200,11272692912,11.272692912,1.1272692912000001e-08,167.02,1.8827651701622403e-06
4/18/2019,1555545600,11933245058,11.933245058,1.1933245058e-08,174.6,2.0835445871268e-06
4/19/2019,1555632000,11036616753,11.036616753,1.1036616753000001e-08,174.13,1.92180607519989e-06
4/20/2019,1555718400,8988625935,8.988625935,8.988625935e-09,173.96,1.5636613676526002e-06
4/21/2019,1555804800,9504825894,9.504825894000001,9.504825894000001e-09,170.3,1.6186718497482004e-06
4/22/2019,1555891200,10745867154,10.745867154,1.0745867154000001e-08,171.9,1.8472145637726002e-06
4/23/2019,1555977600,11225045012,11.225045012,1.1225045012000001e-08,170.66,1.91566618174792e-06
4/24/2019,1556064000,12141527708,12.141527708,1.2141527708000002e-08,166.05,2.0161006759134006e-06
4/25/2019,1556150400,10528010066,10.528010066,1.0528010066000001e-08,152.99,1.6106802599973404e-06
4/26/2019,1556236800,12095560071,12.095560071000001,1.2095560071e-08,156.45,1.8923503731079499e-06
4/27/2019,1556323200,9632992552,9.632992552000001,9.632992552000001e-09,158.36,1.5254807005347204e-06
4/28/2019,1556409600,9399212617,9.399212617,9.399212617000001e-09,158.05,1.4855455541168502e-06
4/29/2019,1556496000,10356343230,10.35634323,1.035634323e-08,156.69,1.6227354207087e-06
4/30/2019,1556582400,10119622328,10.119622328,1.0119622328e-08,164.39,1.6635647144999199e-06
5/1/2019,1556668800,9786414125,9.786414125,9.786414125e-09,161.42,1.5797229680575e-06
5/2/2019,1556755200,40480290586,40.480290586,4.0480290586e-08,161.29,6.5290660686159395e-06
5/3/2019,1556841600,10997063020,10.99706302,1.099706302e-08,168.24,1.8501458824848002e-06
5/4/2019,1556928000,10092628539,10.092628539000001,1.0092628539000001e-08,163.61,1.6512549552657904e-06
5/5/2019,1557014400,9698121519,9.698121519,9.698121519e-09,163.94,1.58991004182486e-06
5/6/2019,1557100800,10589774139,10.589774139000001,1.0589774139000001e-08,173.7,1.8394437679443e-06
5/7/2019,1557187200,12582212961,12.582212961000002,1.2582212961e-08,168.59,2.12123528309499e-06
5/8/2019,1557273600,10988087035,10.988087035000001,1.0988087035e-08,171.42,1.8835778795397e-06
5/9/2019,1557360000,10636414510,10.63641451,1.0636414510000001e-08,170.86,1.8173377831786004e-06
5/10/2019,1557446400,11387738585,11.387738585000001,1.1387738585000001e-08,172.5,1.9643849059125e-06
5/11/2019,1557532800,10905004770,10.905004770000001,1.0905004770000001e-08,192.44,2.0985591179388e-06
5/12/2019,1557619200,10835160355,10.835160355000001,1.0835160355e-08,188.14,2.0385270691897e-06
5/13/2019,1557705600,13689484729,13.689484729,1.3689484729000001e-08,195.83,2.6808117944800704e-06
5/14/2019,1557792000,13338733306,13.338733306,1.3338733306000001e-08,217.16,2.89663932473096e-06
5/15/2019,1557878400,16275386400,16.275386400000002,1.6275386400000003e-08,248.64,4.046712074496001e-06
5/16/2019,1557964800,21005575115,21.005575115000003,2.1005575115000002e-08,264.47,5.555344450664051e-06
5/17/2019,1558051200,18212850135,18.212850135,1.8212850135000003e-08,244.84,4.4592342270534005e-06
5/18/2019,1558137600,14709151796,14.709151796,1.4709151796000001e-08,233.96,3.4413531541921603e-06
5/19/2019,1558224000,14046405891,14.046405891000001,1.4046405891000001e-08,260.9,3.6647072969619e-06
5/20/2019,1558310400,15523993957,15.523993957000002,1.5523993957e-08,252.1,3.9135988765597e-06
5/21/2019,1558396800,12949937514,12.949937514,1.2949937514e-08,254.94,3.30145706981916e-06
5/22/2019,1558483200,16439389013,16.439389013,1.6439389013e-08,243.46,4.002333649104981e-06
5/23/2019,1558569600,14469157604,14.469157604000001,1.4469157604000002e-08,245.6,3.5536251075424004e-06
5/24/2019,1558656000,15059891209,15.059891209000002,1.5059891209000002e-08,249.61,3.7590994446784906e-06
5/25/2019,1558742400,12137206615,12.137206615,1.2137206615000002e-08,251.49,3.0523860916063505e-06
5/26/2019,1558828800,10795166754,10.795166754,1.0795166754e-08,268.26,2.89591143342804e-06
5/27/2019,1558915200,14709981473,14.709981473000001,1.4709981473e-08,271.83,3.99861426380559e-06
5/28/2019,1559001600,15120065441,15.120065441000001,1.5120065441e-08,271.45,4.10434176395945e-06
5/29/2019,1559088000,16609583268,16.609583268,1.6609583268e-08,269.6,4.477943649052801e-06
5/30/2019,1559174400,17362707848,17.362707848,1.7362707848e-08,254.45,4.4179410119236e-06
5/31/2019,1559260800,15875042148,15.875042148,1.5875042148e-08,267.42,4.24530377121816e-06
6/1/2019,1559347200,13503119540,13.50311954,1.3503119540000001e-08,264.71,3.5744107734334e-06
6/2/2019,1559433600,10838097166,10.838097166,1.0838097166e-08,269.31,2.91880794777546e-06
6/3/2019,1559520000,13640935323,13.640935323,1.3640935323e-08,249.61,3.4049138659740303e-06
6/4/2019,1559606400,14336552294,14.336552294,1.4336552294000002e-08,241.1,3.4565427580834003e-06
6/5/2019,1559692800,14726678555,14.726678555000001,1.4726678555000002e-08,246.16,3.6251191930988003e-06
6/6/2019,1559779200,12778204456,12.778204456000001,1.2778204456000001e-08,249.43,3.18726753746008e-06
6/7/2019,1559865600,13551596264,13.551596264,1.3551596264000001e-08,249.54,3.3816653317185604e-06
6/8/2019,1559952000,17865004622,17.865004622,1.7865004622000003e-08,244.4,4.366207129616801e-06
6/9/2019,1560038400,11772205947,11.772205947000002,1.1772205947000001e-08,231.43,2.7244416223142104e-06
6/10/2019,1560124800,18767554680,18.76755468,1.8767554680000002e-08,247.96,4.653602858452801e-06
6/11/2019,1560211200,15302451335,15.302451335,1.5302451335e-08,245.16,3.7515489692886e-06
6/12/2019,1560297600,10704744804,10.704744804,1.0704744804000001e-08,263.05,2.8158831206922e-06
6/13/2019,1560384000,12498549026,12.498549026000001,1.2498549026e-08,255.09,3.18825487104234e-06
6/14/2019,1560470400,14507586823,14.507586823,1.4507586823e-08,263.76,3.82652110043448e-06
6/15/2019,1560556800,16655327552,16.655327552000003,1.6655327552e-08,269.22,4.483947283549441e-06
6/16/2019,1560643200,11744583227,11.744583227000001,1.1744583227e-08,268.53,3.1537729339463096e-06
6/17/2019,1560729600,18033291141,18.033291141,1.8033291141e-08,273.92,4.93967910934272e-06
6/18/2019,1560816000,14140107747,14.140107747,1.4140107747000001e-08,264.51,3.74019990015897e-06
6/19/2019,1560902400,15149051110,15.14905111,1.5149051110000002e-08,269.01,4.0752462391011e-06
6/20/2019,1560988800,19171082160,19.17108216,1.917108216e-08,272.21,5.218560274773599e-06
6/21/2019,1561075200,13132476474,13.132476474,1.3132476474e-08,296.03,3.88760701059822e-06
6/22/2019,1561161600,13079405563,13.079405563000002,1.3079405563e-08,309.41,4.04689887524783e-06
6/23/2019,1561248000,12904678821,12.904678821000001,1.2904678821e-08,307.37,3.96651112921077e-06
6/24/2019,1561334400,14343913979,14.343913979000002,1.4343913979000002e-08,311.22,4.464112908544381e-06
6/25/2019,1561420800,18442820009,18.442820009000002,1.8442820009e-08,316.53,5.837705817448769e-06
6/26/2019,1561507200,18226501386,18.226501386000002,1.8226501386000003e-08,333.76,6.083277102591361e-06
6/27/2019,1561593600,20536617245,20.536617245000002,2.0536617245000003e-08,294.07,6.039203033237151e-06
6/28/2019,1561680000,17836887762,17.836887762,1.7836887762e-08,309.37,5.51819796692994e-06
6/29/2019,1561766400,14969393891,14.969393891000001,1.4969393891000002e-08,317.32,4.7500880694921205e-06
6/30/2019,1561852800,16147637271,16.147637271,1.6147637271000003e-08,290.15,4.685236954180651e-06
7/1/2019,1561939200,19512205713,19.512205713,1.9512205713e-08,294.17,5.7399055545932105e-06
7/2/2019,1562025600,15735865298,15.735865298,1.5735865298e-08,291.61,4.5887356795497804e-06
7/3/2019,1562112000,13480141945,13.480141945000002,1.3480141945000001e-08,302.17,4.073294491520651e-06
7/4/2019,1562198400,12364123019,12.364123019,1.2364123019000001e-08,283.1,3.500283226678901e-06
7/5/2019,1562284800,14987264501,14.987264501,1.4987264501000002e-08,287.9,4.3148334498379005e-06
7/6/2019,1562371200,14142027457,14.142027457000001,1.4142027457000001e-08,287.98,4.072621067066861e-06
7/7/2019,1562457600,11147195619,11.147195619000001,1.1147195619000001e-08,306.43,3.4158351535301705e-06
7/8/2019,1562544000,15397601493,15.397601493000002,1.5397601493e-08,313.34,4.8246844518166196e-06
7/9/2019,1562630400,13383300658,13.383300658000001,1.3383300658000002e-08,307.89,4.12058443959162e-06
7/10/2019,1562716800,12326418288,12.326418288000001,1.2326418288000002e-08,288.64,3.55789737464832e-06
7/11/2019,1562803200,17687551350,17.68755135,1.768755135e-08,268.56,4.750168790556e-06
7/12/2019,1562889600,13888489542,13.888489542,1.3888489542e-08,275.41,3.82502890476222e-06
7/13/2019,1562976000,11680585984,11.680585984,1.1680585984e-08,268.94,3.14137679453696e-06
7/14/2019,1563062400,14577611095,14.577611095000002,1.4577611095000001e-08,226.16,3.2968725252452003e-06
7/15/2019,1563148800,14426857237,14.426857237,1.4426857237e-08,228.14,3.29134321004918e-06
7/16/2019,1563235200,22122486062,22.122486062,2.2122486062000003e-08,198.71,4.3959592053800205e-06
7/17/2019,1563321600,19083353124,19.083353124000002,1.9083353124e-08,211.29,4.03212168156996e-06
7/18/2019,1563408000,13195635523,13.195635523,1.3195635523000001e-08,226.09,2.98340123539507e-06
7/19/2019,1563494400,17348942255,17.348942255,1.7348942255e-08,221.28,3.8389739421864e-06
7/20/2019,1563580800,11840097601,11.840097601,1.1840097601e-08,228.71,2.7079487223247104e-06
7/21/2019,1563667200,12479706324,12.479706324,1.2479706324000001e-08,225.4,2.8129258054296004e-06
7/22/2019,1563753600,12142840638,12.142840638000001,1.2142840638000001e-08,217.22,2.63766784338636e-06
7/23/2019,1563840000,13450918814,13.450918814000001,1.3450918814e-08,212.21,2.8544194815189402e-06
7/24/2019,1563926400,18814448444,18.814448444,1.8814448444000003e-08,216.66,4.07633839987704e-06
7/25/2019,1564012800,17932204080,17.93220408,1.7932204080000002e-08,219.41,3.9345048971928004e-06
7/26/2019,1564099200,12838413297,12.838413297,1.2838413297000001e-08,219.23,2.81456534710131e-06
7/27/2019,1564185600,11947823376,11.947823376,1.1947823376e-08,219.85,2.6267289692136e-06
7/28/2019,1564272000,10847884346,10.847884346,1.0847884346e-08,211.15,2.2905307796579e-06
7/29/2019,1564358400,12397806559,12.397806559000001,1.2397806559000001e-08,211.52,2.6223840433596806e-06
7/30/2019,1564444800,12981815912,12.981815912,1.2981815912000001e-08,209.82,2.72384461465584e-06
7/31/2019,1564531200,13135247596,13.135247596000001,1.3135247596e-08,218.7,2.8726786492452e-06
8/1/2019,1564617600,18322408906,18.322408906,1.8322408906e-08,217.51,3.98530716114406e-06
8/2/2019,1564704000,14823555455,14.823555455000001,1.4823555455000001e-08,217.7,3.2270880225535e-06
8/3/2019,1564790400,17617275530,17.61727553,1.7617275530000003e-08,217.73,3.8358094011469e-06
8/4/2019,1564876800,10409458393,10.409458393000001,1.0409458393e-08,222.7,2.3181863841211e-06
8/5/2019,1564963200,12210509054,12.210509054000001,1.2210509054000001e-08,233.19,2.84736860630226e-06
8/6/2019,1565049600,12165349434,12.165349434000001,1.2165349434e-08,228.7,2.7822154155558e-06
8/7/2019,1565136000,11738350907,11.738350907000001,1.1738350907000001e-08,225.99,2.6527499214729304e-06
8/8/2019,1565222400,12955325988,12.955325988,1.2955325988e-08,221.18,2.86545900202584e-06
8/9/2019,1565308800,13282666611,13.282666611000002,1.3282666611e-08,210.47,2.79560284161717e-06
8/10/2019,1565395200,12206554100,12.2065541,1.2206554100000002e-08,206.26,2.517723848666e-06
8/11/2019,1565481600,11603713466,11.603713466,1.1603713466e-08,216.39,2.5109275569077398e-06
8/12/2019,1565568000,12880972727,12.880972727000001,1.2880972727000002e-08,211.28,2.7214919177605605e-06
8/13/2019,1565654400,18843208007,18.843208007,1.8843208007e-08,208.62,3.9310700544203405e-06
8/14/2019,1565740800,12123884054,12.123884054000001,1.2123884054e-08,186.49,2.26098313723046e-06
8/15/2019,1565827200,14148150754,14.148150754000001,1.4148150754e-08,188.24,2.66324789793296e-06
8/16/2019,1565913600,12115168092,12.115168092000001,1.2115168092e-08,185.41,2.24627331593772e-06
8/17/2019,1566000000,10569108357,10.569108357000001,1.0569108357e-08,185.69,1.96257773081133e-06
8/18/2019,1566086400,11034378823,11.034378823,1.1034378823000002e-08,194.77,2.14916596335571e-06
8/19/2019,1566172800,13799990972,13.799990972000002,1.3799990972e-08,202.43,2.79353217246196e-06
8/20/2019,1566259200,13732033156,13.732033156000002,1.3732033156000001e-08,196.55,2.6990311168118003e-06
8/21/2019,1566345600,16137663683,16.137663683,1.6137663683e-08,187.32,3.02290716109956e-06
8/22/2019,1566432000,14728994674,14.728994674,1.4728994674000002e-08,190.74,2.8094084441187607e-06
8/23/2019,1566518400,13885136910,13.885136910000002,1.388513691e-08,194.64,2.7026030481623997e-06
8/24/2019,1566604800,12922493779,12.922493779000002,1.2922493779e-08,191.08,2.46923011129132e-06
8/25/2019,1566691200,13825531935,13.825531935,1.3825531935e-08,186.58,2.5795677484323004e-06
8/26/2019,1566777600,17091718069,17.091718069000002,1.7091718069e-08,188.46,3.22110518728374e-06
8/27/2019,1566864000,14643027992,14.643027992,1.4643027992e-08,187.17,2.74073554926264e-06
8/28/2019,1566950400,14687429096,14.687429096,1.4687429096000002e-08,173.01,2.54107210789896e-06
8/29/2019,1567036800,14972039939,14.972039939,1.4972039939000002e-08,168.95,2.52952614769405e-06
8/30/2019,1567123200,14683175769,14.683175769000002,1.4683175769000002e-08,168.52,2.4744087805918804e-06
8/31/2019,1567209600,14081874858,14.081874858,1.4081874858000002e-08,172.15,2.4241947568047004e-06
9/1/2019,1567296000,14737729279,14.737729279000002,1.4737729279000001e-08,171.42,2.52634155300618e-06
9/2/2019,1567382400,15926990579,15.926990579000002,1.5926990579e-08,178.76,2.84710883590204e-06
9/3/2019,1567468800,14923674985,14.923674985000002,1.4923674985e-08,179.13,2.67327790006305e-06
9/4/2019,1567555200,14800053906,14.800053906,1.4800053906000002e-08,175.01,2.59015743408906e-06
9/5/2019,1567641600,18537447007,18.537447007,1.8537447007000002e-08,174.38,3.2325600090806603e-06
9/6/2019,1567728000,18511322392,18.511322392,1.8511322392000002e-08,169.47,3.1371138057722404e-06
9/7/2019,1567814400,17638675225,17.638675225,1.7638675225e-08,178.32,3.145328566122e-06
9/8/2019,1567900800,18529952052,18.529952052000002,1.8529952052e-08,181.67,3.3663363892868397e-06
9/9/2019,1567987200,20493754439,20.493754439,2.0493754439e-08,180.84,3.70609055274876e-06
9/10/2019,1568073600,21909433505,21.909433505000003,2.1909433505e-08,180.01,3.94391712523505e-06
9/11/2019,1568160000,21354287415,21.354287415,2.1354287415e-08,178.48,3.8113132178291998e-06
9/12/2019,1568246400,22875111264,22.875111264,2.2875111264e-08,181.19,4.14474140992416e-06
9/13/2019,1568332800,22002957173,22.002957173000002,2.2002957173000002e-08,181.56,3.99485690432988e-06
9/14/2019,1568419200,22838238246,22.838238246000003,2.2838238246000002e-08,188.9,4.3141432046694e-06
9/15/2019,1568505600,22247768825,22.247768825,2.2247768825000003e-08,189.48,4.2155072369610005e-06
9/16/2019,1568592000,22828478879,22.828478879000002,2.2828478879e-08,197.85,4.51661454621015e-06
9/17/2019,1568678400,26408295258,26.408295258000003,2.6408295258e-08,207.9,5.4902845841382e-06
9/18/2019,1568764800,28400755958,28.400755958,2.8400755958000003e-08,210.5,5.9783591291590005e-06
9/19/2019,1568851200,29790611153,29.790611153,2.9790611153e-08,221.01,6.58402297092453e-06
9/20/2019,1568937600,28547468411,28.547468411,2.8547468411e-08,218.26,6.23077045538486e-06
9/21/2019,1569024000,23160146334,23.160146334,2.3160146334e-08,215.1,4.9817474764434e-06
9/22/2019,1569110400,20620710292,20.620710292000002,2.0620710292e-08,211.23,4.35571263497916e-06
9/23/2019,1569196800,25273983935,25.273983935,2.5273983935000002e-08,200.97,5.07931255141695e-06
9/24/2019,1569283200,29005803910,29.00580391,2.9005803910000002e-08,166.47,4.8285961768977e-06
9/25/2019,1569369600,34523331716,34.523331716,3.4523331716e-08,170.22,5.87656152469752e-06
9/26/2019,1569456000,24844463848,24.844463848,2.4844463848e-08,166.06,4.12567166659888e-06
9/27/2019,1569542400,25309113745,25.309113745,2.5309113745000002e-08,174.39,4.41365634599055e-06
9/28/2019,1569628800,22571983572,22.571983572,2.2571983572000002e-08,174.14,3.93068521922808e-06
9/29/2019,1569715200,23509644437,23.509644437000002,2.3509644437000003e-08,169.68,3.989116468070161e-06
9/30/2019,1569801600,21698036057,21.698036057000003,2.1698036057000002e-08,181.47,3.93754260326379e-06
10/1/2019,1569888000,14792630237,14.792630237000001,1.4792630237e-08,176.39,2.60927204750443e-06
10/2/2019,1569974400,14784178819,14.784178819000001,1.4784178819e-08,181.06,2.67682341696814e-06
10/3/2019,1570060800,16416641528,16.416641528,1.6416641528e-08,175.17,2.8757030964597602e-06
10/4/2019,1570147200,16620612726,16.620612726,1.6620612726e-08,176.21,2.9287181684484606e-06
10/5/2019,1570233600,15308020009,15.308020009000002,1.5308020009e-08,176.9,2.7079887395921002e-06
10/6/2019,1570320000,13863525470,13.86352547,1.386352547e-08,170.26,2.3604038465222e-06
10/7/2019,1570406400,14672557297,14.672557297,1.4672557297e-08,180.49,2.6482498665355304e-06
10/8/2019,1570492800,14792097829,14.792097829000001,1.4792097829000002e-08,181.09,2.6787009958536104e-06
10/9/2019,1570579200,16947877071,16.947877071,1.6947877071e-08,193.43,3.27822786184353e-06
10/10/2019,1570665600,15841678706,15.841678706000001,1.5841678706e-08,191.73,3.03732505830138e-06
10/11/2019,1570752000,15370015405,15.370015405,1.5370015405000002e-08,180.94,2.7810505873807e-06
10/12/2019,1570838400,14536181143,14.536181143,1.4536181143000002e-08,180.09,2.6178208620428703e-06
10/13/2019,1570924800,15214219663,15.214219663000002,1.5214219663e-08,181.37,2.75940302027831e-06
10/14/2019,1571011200,15219524599,15.219524599000001,1.5219524599000002e-08,186.96,2.8454423190290407e-06
10/15/2019,1571097600,15110469830,15.110469830000001,1.511046983e-08,180.74,2.7310663170742e-06
10/16/2019,1571184000,14449734443,14.449734443,1.4449734443000002e-08,174.76,2.52523559125868e-06
10/17/2019,1571270400,14111516782,14.111516782,1.4111516782000001e-08,177.5,2.504794228805e-06
10/18/2019,1571356800,14295776270,14.295776270000001,1.4295776270000001e-08,173.29,2.4773150698283003e-06
10/19/2019,1571443200,14181262788,14.181262788000002,1.4181262788e-08,172.37,2.44442426676756e-06
10/20/2019,1571529600,15579342674,15.579342674000001,1.5579342674e-08,175.84,2.7394716157961604e-06
10/21/2019,1571616000,15275793403,15.275793403000002,1.5275793403e-08,174.64,2.6677645598999195e-06
10/22/2019,1571702400,16354366795,16.354366795,1.6354366795e-08,171.64,2.8070635166938e-06
10/23/2019,1571788800,18828418999,18.828418999,1.8828418999e-08,162.72,3.06376033951728e-06
10/24/2019,1571875200,15247927380,15.24792738,1.5247927380000002e-08,161.07,2.4559836630966003e-06
10/25/2019,1571961600,16022315848,16.022315848,1.6022315848e-08,181.79,2.9126967980079203e-06
10/26/2019,1572048000,16003775608,16.003775608,1.6003775608e-08,180.16,2.88324021353728e-06
10/27/2019,1572134400,14662908845,14.662908845,1.4662908845000001e-08,184.34,2.7029606164873002e-06
10/28/2019,1572220800,16063415762,16.063415762,1.6063415762e-08,182.09,2.9249873761025802e-06
10/29/2019,1572307200,16275212916,16.275212916,1.6275212916e-08,191.11,3.1103559403767604e-06
10/30/2019,1572393600,16158350778,16.158350778000003,1.6158350778e-08,183.52,2.9653805347785604e-06
10/31/2019,1572480000,15988367551,15.988367551000001,1.5988367551e-08,182.59,2.91931603113709e-06
11/1/2019,1572566400,15357755865,15.357755865000001,1.5357755865e-08,183.4,2.816612425641e-06
11/2/2019,1572652800,14245599208,14.245599208000002,1.4245599208000001e-08,183.45,2.6133551747076e-06
11/3/2019,1572739200,14596844718,14.596844718000002,1.4596844718000001e-08,181.92,2.65545799109856e-06
11/4/2019,1572825600,15086847398,15.086847398000002,1.5086847398000002e-08,186.49,2.8135461712530207e-06
11/5/2019,1572912000,14471734891,14.471734891,1.4471734891e-08,188.96,2.7345790250033603e-06
