,pairAddress,token0,token1,dailyVolumeUSD,createdDate,totalSupply,pooledToken0,pooledToken1,totalLiquidityUSD,txCount,mintsCount,burnsCount,swapsCount
10,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,{'symbol': 'USDC'},{'symbol': 'USDT'},472792.3120585916,2020-05-18 22:23:57,0.000005164711094909,6384767.02131,6390217.218105,12768265.60248484406296567636562094,427300,5890.0,4448.0,416962.0
11,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,{'symbol': 'PAXG'},{'symbol': 'WETH'},826884.0032818473,2020-05-21 00:27:50,4883.436212494491753201,6052.101049020467965414,6141.597500466191203984,21359161.74109729074751752121932879,39281,353.0,216.0,38712.0
12,0xec54859519293b8784bc5bf28144166f313618af,{'symbol': 'DAI'},{'symbol': 'O'},882879.8896446851,2022-05-17 18:17:23,325808749.640185294185952083,1303812.900395690389877759,90156648454.668624076707444795,2604337.374844630192936805486634514,9318,1.0,0.0,9317.0
13,0x8ef79d6c328c25da633559c20c75f638a4863462,{'symbol': 'QOM'},{'symbol': 'WETH'},1114783.1698691847,2022-03-17 05:45:18,139644663.225973858122266796,31077239347615.319201831662435613,845.868155447917803428,2932730.643520713286664936109237532,33382,45.0,28.0,33309.0
14,0xa5e9c917b4b821e4e0a5bbefce078ab6540d6b5e,{'symbol': 'STARL'},{'symbol': 'WETH'},584836.6511413673,2021-07-01 03:51:52,12281085.902347474679329479,494770867612.904799124315927164,1362.317251748207462167,4740589.811167165160872582800679451,192469,212.0,149.0,192108.0
15,0xdc00ba87cc2d99468f7f34bc04cbf72e111a32f7,{'symbol': 'WETH'},{'symbol': 'LOOKS'},977645.7860566797,2022-01-10 08:26:42,2795.312789977417151932,108.996248641566911559,463612.016309876203306928,378907.4534682737692017272421263483,185795,2075.0,1430.0,182290.0
16,0x811beed0119b4afce20d2583eb608c6f7af1954f,{'symbol': 'SHIB'},{'symbol': 'WETH'},598766.959574306,2020-07-31 21:42:11,598738.413998445720155543,71246029155.602494892970235743,490.383274305886671672,1701457.492770417190252247242895299,1322393,3524.0,2707.0,1316162.0
17,0x453a43e2bf3080f7a23c9bb034ccdd869e306102,{'symbol': 'WETH'},{'symbol': 'STRNGR'},191076.33152498445,2022-04-05 23:04:50,3611.586796989747759852,201.073427280304619117,88180.108085661969806291,696942.6284523330095887693792034421,99389,200.0,63.0,99126.0
18,0xc2adda861f89bbb333c90c492cb837741916a225,{'symbol': 'MKR'},{'symbol': 'WETH'},150723.82396461995,2020-05-18 18:52:35,587.176975744538589002,964.525030474070682436,623.387099677306884914,2075639.16417512124314580508229135,134600,1880.0,1523.0,131197.0
19,0xdd39323c337c33d0285c1d4228a1a46a8502c79f,{'symbol': 'HATI'},{'symbol': 'USDC'},520206.654283298,2022-05-21 23:40:38,6454.97224367901523102,129433735806689.239981760158843205,395598.264043,791336.302612751904208138014039475,13896,1.0,0.0,13895.0
20,0x25647e01bd0967c1b9599fa3521939871d1d0888,{'symbol': 'WETH'},{'symbol': 'SUPER'},1598260.6356203891,2021-02-22 13:25:49,117665.536725146958038758,2125.39746111867354021,21004902.396174570845003231,7388855.410908980556157660466646078,210536,4636.0,1963.0,203937.0
21,0x4bacaaabe3e96959ddf3269d3092d5cea88fefe9,{'symbol': 'XMON'},{'symbol': 'WETH'},121332.80824202357,2020-11-13 20:32:58,648.630519646675241704,229.8251677076969277,3704.984619333076340854,12855461.17617451303556927278283379,26389,738.0,316.0,25335.0
22,0x4028daac072e492d34a3afdbef0ba7e35d8b55c4,{'symbol': 'stETH'},{'symbol': 'WETH'},297657.6093220173,2020-12-19 01:56:59,1364.384180471590101115,1725.276364464163527143,1675.670986418148950316,5814143.607303104570386334934035076,18693,254.0,174.0,18265.0
23,0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74,{'symbol': 'SAND'},{'symbol': 'WETH'},513803.5491818491,2020-08-20 16:26:19,23362.12563390280222748,1255455.066434908789731044,976.503397507160139886,3349527.038281578131798138892816971,256429,8508.0,5039.0,242882.0
24,0xf7ef5352de45a20d8c8565cd94a4bd6c8831f749,{'symbol': 'LINU'},{'symbol': 'WETH'},0.0,2022-05-15 11:37:22,46822449.32878931766140042,72191683168970.55132867181732487,84.851127096152029874,286949.0359238617226162976902730947,30438,16.0,14.0,30408.0
25,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,{'symbol': 'WETH'},{'symbol': 'CRV'},126163.836908027,2020-08-13 23:21:03,1225.219290371521727786,226.44726546979653372,268516.514557051795090029,785660.8747173747674548268674088975,222799,3677.0,2229.0,216893.0
26,0x11181bd3baf5ce2a478e98361985d42625de35d1,{'symbol': 'ASTO'},{'symbol': 'USDC'},111408.06090182302,2022-04-07 00:57:51,13.631367354357897776,44175716.469440471274531744,4380387.102236,8761426.871066002467132620208825717,11696,30.0,88.0,11578.0
27,0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,{'symbol': 'BOND'},{'symbol': 'USDC'},256958.00259328875,2020-10-26 00:03:29,1.162790980404899309,509980.569687830916003528,4490187.562234,8976811.623498757521837585359096573,111739,6128.0,2144.0,103467.0
28,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,{'symbol': 'WBTC'},{'symbol': 'WETH'},189389.2121610308,2020-05-18 17:36:17,0.01021339827397019,333.79009088,4643.22852308383923092,16139585.54358518013444745882004597,441583,24239.0,17105.0,400239.0
29,0xdb44a4a457c87225b5ba45f27b7828a4cc03c112,{'symbol': 'RBN'},{'symbol': 'WETH'},418361.139523608,2021-12-06 17:30:33,24931.082328533536770817,2458622.235012726282082536,391.323480322755446533,1342256.066698115319437603823527617,22689,8.0,4.0,22677.0
30,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,{'symbol': 'DAI'},{'symbol': 'USDC'},354850.69825424586,2020-05-14 00:38:59,78.328205466208123289,88208184.092247914396730691,88220516.408274,176337048.8059381539853159745989192,163172,2645.0,1959.0,158568.0
31,0x8c1c499b1796d7f3c2521ac37186b52de024e58c,{'symbol': 'RAD'},{'symbol': 'USDC'},195583.917818046,2021-03-18 09:43:21,1.198797283990609674,868520.815178260992592937,2304269.871435,4748474.154373101778682668884933769,40347,15.0,9.0,40323.0
32,0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824,{'symbol': 'HEX'},{'symbol': 'USDC'},367215.2886157041,2020-05-18 19:40:29,0.000008000657466995,7624852.16506854,368862.071925,737968.4418295179648968434674304343,175323,294.0,200.0,174829.0
33,0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,{'symbol': 'WOO'},{'symbol': 'WETH'},467981.3344162921,2020-10-29 23:05:57,56609.409396043314129643,10056549.308321324646536952,1160.238484304463641303,3948532.409989488905254677187166813,105549,303.0,219.0,105027.0
34,0xccb63225a7b19dcf66717e4d40c9a72b39331d61,{'symbol': 'MC'},{'symbol': 'WETH'},233026.8618779007,2021-11-04 14:47:24,301994.188751117886798711,15069927.61728973157553189,7871.962703060651142977,27301332.65132327716815848152745109,48049,4477.0,923.0,42649.0
35,0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad,{'symbol': 'REQ'},{'symbol': 'WETH'},17075.15666349005,2020-05-18 23:04:41,32656.387004722571158268,5619563.793377945986302211,417.520963931219583924,1451442.661417114189461089602712709,45730,92.0,79.0,45559.0
36,0x7b0db5d2b7720e9a48cffe0362d0a8535a86a763,{'symbol': 'UNDEAD'},{'symbol': 'USDT'},39066.062628170606,2022-05-04 14:44:45,0,0.000000001050685669,0.000001,0.000001000074580468624439210386389625571,2643,1.0,3.0,2639.0
37,0x99dfde431b40321a35deb6aeb55cf338ddd6eccd,{'symbol': 'UFT'},{'symbol': 'WETH'},101466.54039655603,2020-10-13 18:41:07,15076.869088606124243369,2056865.81372928454929332,280.091997549049969787,974515.8010617127486604957057619377,64710,162.0,126.0,64422.0
38,0x5fa464cefe8901d66c09b85d5fcdc55b3738c688,{'symbol': 'TOKE'},{'symbol': 'WETH'},50050.21097105216,2021-08-07 09:44:39,7888.078030382504975839,257912.791210906279161765,279.579730475109774285,972518.3989500635311690357473114884,43932,6838.0,2209.0,34885.0
39,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,{'symbol': 'LINK'},{'symbol': 'WETH'},171229.64387653407,2020-05-18 18:48:22,7533.655644873042620907,171375.825835121425570091,786.406825370721584689,2725182.972082016588615606945222045,400673,12294.0,9139.0,379240.0
40,0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,{'symbol': 'YFI'},{'symbol': 'WETH'},22891.2589480873,2020-07-18 12:21:31,24.130595262340144208,24.288566816988055993,134.583572222489321495,466380.5647538738461911128815760866,281514,8109.0,6001.0,267404.0
41,0xc730ef0f4973da9cc0ab8ab291890d3e77f58f79,{'symbol': 'AUDIO'},{'symbol': 'WETH'},416606.0242450544,2020-10-23 05:12:39,35146.942031198076368702,3854565.403599858846477699,787.113695234898562031,2620402.407283430695427492126826137,97255,286.0,238.0,96731.0
42,0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9,{'symbol': 'FLX'},{'symbol': 'WETH'},12383.671227240193,2021-04-15 14:06:03,12495.715063162244386279,102365.92550583207187243,2022.77399199120060831,6736579.821202639917030933436737027,19312,976.0,304.0,18032.0
43,0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8,{'symbol': 'UFO'},{'symbol': 'WETH'},178105.47993165368,2021-06-30 13:48:56,30181363.306878596945062719,1156024733442.090342623984330646,1507.444698939579559981,5223882.436958372833509617022322735,172003,110.0,57.0,171836.0
44,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,{'symbol': 'VADER'},{'symbol': 'WETH'},260374.63020988405,2021-11-26 07:43:56,336738.944434327085538033,976047266.36670482212080047,222.462283516108918927,764568.6555439392777008553322952373,53855,147.0,35.0,53673.0
45,0x3854612b93b140726167cca5418b01e832515d42,{'symbol': 'HIGH'},{'symbol': 'WETH'},201805.75000385504,2021-10-14 17:41:35,37045.2652617851500063,1232743.223946333793095788,1518.072130140929771989,5260710.621263754087464105188042513,17829,587.0,159.0,17083.0
46,0x4cd36d6f32586177e36179a810595a33163a20bf,{'symbol': 'DAO'},{'symbol': 'USDC'},464625.947918342,2021-05-19 11:34:40,0.550436581724514786,544404.420677959924128827,795120.693836,1607918.903098028267980012937007652,35003,3464.0,2176.0,29363.0
47,0x336ef4e633b1117dca08c1a57f4139c62c32c935,{'symbol': 'BEND'},{'symbol': 'WETH'},151155.0839365828,2022-03-21 05:04:02,99143.639300986185950401,60594320.091931388155435404,241.679102447387517258,804605.6348751866963402889587858267,12770,323.0,109.0,12338.0
48,0xcaa004418eb42cdf00cb057b7c9e28f0ffd840a5,{'symbol': 'WILD'},{'symbol': 'WETH'},49588.42667877255,2021-05-11 13:16:29,38289.976408841650994244,4356044.915419719996653863,990.528503881962576442,3432562.996520839975527024732568738,62532,710.0,239.0,61583.0
49,0x5238b47a0acd39fb4049a48658e6fc32307492ed,{'symbol': 'WOOL'},{'symbol': 'WETH'},197642.5725086496,2021-11-21 11:30:44,173.188584108841905401,91845.234307311516002344,1.197728834057548389,4136.662399985778719504467652424634,4498,19.0,17.0,4462.0
